CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
00.864.214/0001-06;2025-12-31;2;149523;ENERGISA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;8.67;3.67;68865.25;68865.25;68865.25;(1) O número de membros de cada órgão foi apurado da forma especificada no ofício Circular/Anual-2023-CVM/SEP, disponível na seção 8.20.
00.864.214/0001-06;2025-12-31;2;149523;ENERGISA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;6193600.12;47162.54;1299983.50;(1)O Valor da menor remuneração individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses(2)A menor remuneração individual é do Diretor que recebe 2,24% na Energisa S.A. e o restante de sua remuneração está rateada nas demais empresas do Grupo.(3)O número de membros de cada órgão foi apurado da forma especificada no ofício Circular/Anual-2023-CVM/SEP, disponível na seção 8.20.
00.864.214/0001-06;2025-12-31;2;149523;ENERGISA S.A.;2023-01-01;2023-12-31;Conselho de Administração;10.00;6.00;436260.00;14520.00;323049.26;(1)A menor remuneração individual é do Conselheiro Administrativo que recebe 0,68% na Energisa S.A. e o restante de sua remuneração está rateada nas demais empresas do Grupo.(2)O número de membros de cada órgão foi apurado da forma especificada no ofício Circular/Anual-2023-CVM/SEP, disponível na seção 8.20.
00.864.214/0001-06;2025-12-31;2;149523;ENERGISA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;10.00;4.33;88240.59;88240.59;88240.59;(1) O número de membros de cada órgão foi apurado da forma especificada no ofício Circular/Anual-2025-CVM/SEP, disponível na seção 8.20.
00.864.214/0001-06;2025-12-31;2;149523;ENERGISA S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;6.00;477763.35;105020.00;375060.00;(1)A menor remuneração individual é do Conselheiro Administrativo que recebe 1,19% na Energisa S.A. e o restante de sua remuneração está rateada nas demais empresas do Grupo.(2)O número de membros de cada órgão foi apurado da forma especificada no ofício Circular/Anual-2025-CVM/SEP, disponível na seção 8.20.
00.864.214/0001-06;2025-12-31;2;149523;ENERGISA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;5627351.41;64897.32;1197593.73;(1)O Valor da menor remuneração individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses(2)A menor remuneração individual é do Diretor que recebe 2,24% na Energisa S.A. e o restante de sua remuneração está rateada nas demais empresas do Grupo.(3)O número de membros de cada órgão foi apurado da forma especificada no ofício Circular/Anual-2025-CVM/SEP, disponível na seção 8.20.
00.924.429/0001-75;2025-12-31;3;149379;FERROVIA CENTRO-ATLANTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.33;1.00;14544.00;14544.00;14544.00;Todos os conselheiros da companhia renunciaram a remuneração que seria devida, com exceção de 1 (um) membro que recebeu remuneração pelo tempo em que efetivamente exerceu o cargo de conselheiro durante esse exercício social. Desta forma, o menor valor, e menor valor de remuneração é igual a ao valor médio de remuneração.
00.924.429/0001-75;2025-12-31;3;149379;FERROVIA CENTRO-ATLANTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.83;0.00;0.00;0.00;0.00;
00.924.429/0001-75;2025-12-31;3;149379;FERROVIA CENTRO-ATLANTICA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
00.924.429/0001-75;2025-12-31;3;149379;FERROVIA CENTRO-ATLANTICA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
00.924.429/0001-75;2025-12-31;3;149379;FERROVIA CENTRO-ATLANTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;0.00;0.00;0.00;0.00;
00.924.429/0001-75;2025-12-31;3;149379;FERROVIA CENTRO-ATLANTICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;1.00;15898.20;15898.20;15898.20;Todos os conselheiros da companhia renunciaram a remuneração que seria devida, com exceção de 1 (um) membro que recebeu remuneração pelo tempo em que efetivamente exerceu o cargo de conselheiro durante esse exercício social. Desta forma, o menor valor, e menor valor de remuneração é igual a ao valor médio de remuneração.
00.924.429/0001-75;2025-12-31;3;149379;FERROVIA CENTRO-ATLANTICA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
00.924.429/0001-75;2025-12-31;3;149379;FERROVIA CENTRO-ATLANTICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;0.00;0.00;0.00;0.00;
00.924.429/0001-75;2025-12-31;3;149379;FERROVIA CENTRO-ATLANTICA S.A.;2024-01-01;2024-12-31;Conselho de Administração;4.00;1.00;16944.00;16944.00;16944.00;Todos os conselheiros da companhia renunciaram a remuneração que seria devida, com exceção de 1 (um) membro que recebeu remuneração pelo tempo em que efetivamente exerceu o cargo de conselheiro durante esse exercício social. Desta forma, o menor valor, e menor valor de remuneração é igual a ao valor médio de remuneração.
00.938.574/0001-05;2025-12-31;1;148325;CONC RIO-TERESOPOLIS S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;7.00;27750.00;27750.00;27750.00;Valor apurado considerando movimentação no período: 1 Conselheiro exerceu o cargo por menos de 12 meses.
00.938.574/0001-05;2025-12-31;1;148325;CONC RIO-TERESOPOLIS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;1.00;1.00;673571.00;673571.00;673571.00;
00.938.574/0001-05;2025-12-31;1;148325;CONC RIO-TERESOPOLIS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;846501.37;259430.07;552965.72;
00.938.574/0001-05;2025-12-31;1;148325;CONC RIO-TERESOPOLIS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;61055.00;61055.00;61055.00;Valor apurado considerando movimentação no período: 1 Conselheiro exerceu o cargo por menos de 12 meses.
00.938.574/0001-05;2025-12-31;1;148325;CONC RIO-TERESOPOLIS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;58340.00;58340.00;58340.00;Valor apurado considerando movimentação do período: 1 conselheiro exerceu o cargo por menos de 12 meses.
00.938.574/0001-05;2025-12-31;1;148325;CONC RIO-TERESOPOLIS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;1006944.00;735248.00;871096.00;
01.083.200/0001-18;2025-12-31;2;149544;NEOENERGIA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;10.00;5.00;181410.00;181410.00;180298.00;
01.083.200/0001-18;2025-12-31;2;149544;NEOENERGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;10.00;10.00;11024316.00;3098356.00;5049980.00;A Companhia é responsável por 100% da remuneração dos diretores estatutários, conforme item 8.1 d.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado. O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
01.083.200/0001-18;2025-12-31;2;149544;NEOENERGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;23.00;13.00;2000000.00;825000.00;950000.00;
01.083.200/0001-18;2025-12-31;2;149544;NEOENERGIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;10.00;5.00;147000.00;147000.00;147000.00;O número total de membros do Conselho Fiscal inclui titulares e suplentes. O número de membros remunerados do Conselho Fiscal inclui os membros titulares ou suplentes em exercício, desde que não tenham renunciado à remuneração. A quantidade de membros foi apurada através de média anual do número de membros remunerados apurado mensalmente, conforme instrução OFÍCIO-CIRCULAR ANUAL 2024 - CVM/SEP.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado.O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
01.083.200/0001-18;2025-12-31;2;149544;NEOENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;23.00;13.00;2000000.00;733333.00;966026.00;O número total de membros do Conselho Fiscal inclui titulares e suplentes. O número de membros remunerados do Conselho Fiscal inclui os membros titulares ou suplentes em exercício, desde que não tenham renunciado à remuneração. A quantidade de membros foi apurada através de média anual do número de membros remunerados apurado mensalmente, conforme instrução OFÍCIO-CIRCULAR ANUAL 2024 - CVM/SEP.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado.O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
01.083.200/0001-18;2025-12-31;2;149544;NEOENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;10.67;10.67;10563791.00;3252369.00;4510336.00;A Companhia é responsável por 100% da remuneração dos diretores estatutários, conforme item 8.1 d.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado. O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
01.083.200/0001-18;2025-12-31;2;149544;NEOENERGIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;10.00;5.00;197673.00;197673.00;163545.00;O número total de membros do Conselho Fiscal inclui titulares e suplentes. O número de membros remunerados do Conselho Fiscal inclui os membros titulares ou suplentes em exercício, desde que não tenham renunciado à remuneração. A quantidade de membros foi apurada através de média anual do número de membros remunerados apurado mensalmente, conforme instrução OFÍCIO-CIRCULAR ANUAL 2024 - CVM/SEP.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado.O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
01.083.200/0001-18;2025-12-31;2;149544;NEOENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;23.00;13.00;1100000.00;632500.00;765379.00;O número total de membros do Conselho Fiscal inclui titulares e suplentes. O número de membros remunerados do Conselho Fiscal inclui os membros titulares ou suplentes em exercício, desde que não tenham renunciado à remuneração. A quantidade de membros foi apurada através de média anual do número de membros remunerados apurado mensalmente, conforme instrução OFÍCIO-CIRCULAR ANUAL 2024 - CVM/SEP.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado.O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
01.083.200/0001-18;2025-12-31;2;149544;NEOENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;10.42;10.42;9071229.00;1877962.00;4569598.00;A Companhia é responsável por 100% da remuneração dos diretores estatutários, conforme item 8.1 d.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado. O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
01.104.937/0001-70;2025-12-31;1;148387;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;2730.15;2730.15;2730.15;
01.104.937/0001-70;2025-12-31;1;148387;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;25201.34;25201.34;25201.34;
01.104.937/0001-70;2025-12-31;1;148387;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;2730.15;2730.15;2730.15;
01.104.937/0001-70;2025-12-31;1;148387;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;2730.15;2730.15;2730.15;
01.104.937/0001-70;2025-12-31;1;148387;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;25201.34;25201.34;25201.34;
01.104.937/0001-70;2025-12-31;1;148387;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;2736.15;2736.15;2736.15;
01.104.937/0001-70;2025-12-31;1;148387;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;2730.15;2730.15;2730.15;
01.104.937/0001-70;2025-12-31;1;148387;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;25201.34;25201.34;25201.34;
01.104.937/0001-70;2025-12-31;1;148387;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;2730.15;2730.15;2730.15;
01.417.222/0001-77;2025-12-31;2;149402;MRS LOGISTICA S.A.;2024-01-01;2024-12-31;Conselho de Administração;10.00;0.00;0.00;0.00;0.00;
01.417.222/0001-77;2025-12-31;2;149402;MRS LOGISTICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;5381135.45;2704806.56;4273048.56;
01.417.222/0001-77;2025-12-31;2;149402;MRS LOGISTICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;10.00;0.00;0.00;0.00;0.00;
01.417.222/0001-77;2025-12-31;2;149402;MRS LOGISTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;6682739.78;3252638.68;4397130.67;
01.417.222/0001-77;2025-12-31;2;149402;MRS LOGISTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;10.00;0.00;0.00;0.00;0.00;No exercício social de 2022, todos os membros do conselho de administração renunciaram à remuneração.
01.417.222/0001-77;2025-12-31;2;149402;MRS LOGISTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;6039157.78;2950362.24;3984497.07;No exercício social de 2023, todos os membros da Diretoria Estatutária exerceram o cargo os 12 meses do ano.
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;115200.00;115200.00;115200.00;
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;7.00;3663629.69;581809.22;1378268.94;Média anual de membros é de 6,83
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;864000.00;177600.00;323760.00;
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;40000.00;10000.00;10000.00;
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;3255256.00;134666.00;1722947.00;
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;324000.00;144000.00;152571.43;Média anual de membros é de 5,67.
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;1844137.93;120000.00;982068.97;Sem adicionais.
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;2851724.13;141667.50;1496695.82;Média anual de membros é de 4,67.
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;120000.00;120000.00;120000.00;Sem adicionais.
01.599.101/0001-93;2025-12-31;1;149070;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;6.00;50000.00;25000.00;37500.00;
01.599.101/0001-93;2025-12-31;1;149070;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;6.00;600000.00;300000.00;350000.00;
01.599.101/0001-93;2025-12-31;1;149070;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;1298326.56;634293.12;834973.20;
01.599.101/0001-93;2025-12-31;1;149070;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;66324.00;66324.00;66324.00;
01.616.929/0001-02;2025-12-31;2;149470;SANEAMENTO DE GOIAS SA;2024-01-01;2024-12-31;Conselho de Administração;10.00;10.00;174628.07;174628.07;174628.07;
01.616.929/0001-02;2025-12-31;2;149470;SANEAMENTO DE GOIAS SA;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;7.00;1018265.33;961020.51;982767.40;
01.616.929/0001-02;2025-12-31;2;149470;SANEAMENTO DE GOIAS SA;2024-01-01;2024-12-31;Conselho Fiscal;5.00;5.00;116405.34;116405.34;116405.34;
01.616.929/0001-02;2025-12-31;2;149470;SANEAMENTO DE GOIAS SA;2023-01-01;2023-12-31;Conselho de Administração;10.00;10.00;140363.51;140363.51;140363.51;maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Os valores das menores remunerações anuais individuais foram apurados com a exclusão de membros dos respectivos órgãos que exerceram o cargo por menos de 12 meses durante o exercício. O valor médio da remuneração contempla verbas de acerto com diretores desligados em 2023.
01.616.929/0001-02;2025-12-31;2;149470;SANEAMENTO DE GOIAS SA;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;896261.96;805730.50;818663.57;O maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Os valores das menores remunerações anuais individuais foram apurados com a exclusão de membros dos respectivos órgãos que exerceram o cargo por menos de 12 meses durante o exercício. O valor médio da remuneração contempla verbas de acerto com diretores desligados em 2023.
