CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Bonus_Valor_Minimo;Bonus_Valor_Maximo;Bonus_Valor_Metas_Atingidas;Bonus_Valor_Efetivo;Participacao_Valor_Minimo;Participacao_Valor_Maximo;Participacao_Valor_Metas_Atingidas;Participacao_Valor_Efetivo
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2025-01-01;2025-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2025-01-01;2025-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;6.00;6.00;0.00;9000000.00;9000000.00;0.00;0.00;0.00;0.00;0.00
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.00;7045000.00;7045000.00;7045000.00;0.00;0.00;0.00;0.00
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;1.00;0.00;1724137.93;1724137.93;1724137.93;0.00;0.00;0.00;0.00
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.545.826/0001-07;2025-12-31;5;149426;GAFISA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;7.00;0.00;3849122.00;3849122.00;0.00;0.00;0.00;0.00;0.00
01.599.101/0001-93;2025-12-31;1;149070;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;445035.99;1068086.37;890071.98;0.00
01.599.101/0001-93;2025-12-31;1;149070;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.599.101/0001-93;2025-12-31;1;149070;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.25;4.25;0.00;0.00;0.00;0.00;1377555.39;3306132.94;2755110.78;0.00
01.599.101/0001-93;2025-12-31;1;149070;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.33;5.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.599.101/0001-93;2025-12-31;1;149070;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.599.101/0001-93;2025-12-31;1;149070;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;1745289.00;4188693.60;3490578.00;0.00
01.599.101/0001-93;2025-12-31;1;149070;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.637.895/0001-32;2025-12-31;3;149459;VOTORANTIM CIMENTOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.08;7.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.637.895/0001-32;2025-12-31;3;149459;VOTORANTIM CIMENTOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.58;3.58;864649.39;16415804.17;10943869.44;6643315.94;0.00;9820558.08;9820558.08;9820558.08
01.637.895/0001-32;2025-12-31;3;149459;VOTORANTIM CIMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.637.895/0001-32;2025-12-31;3;149459;VOTORANTIM CIMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.75;3.75;914200.32;18387070.27;12258046.85;10894645.94;0.00;13835005.26;13835005.26;13835005.26
01.637.895/0001-32;2025-12-31;3;149459;VOTORANTIM CIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.637.895/0001-32;2025-12-31;3;149459;VOTORANTIM CIMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.83;3.83;600319.46;11419455.17;7612970.11;10196156.02;0.00;15171185.66;15171185.66;15171185.66
01.637.895/0001-32;2025-12-31;3;149459;VOTORANTIM CIMENTOS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;4.00;595379.42;11278596.57;7519064.38;7464197.35;0.00;13279513.89;13279513.89;13279513.89
01.637.895/0001-32;2025-12-31;3;149459;VOTORANTIM CIMENTOS S.A.;2025-01-01;2025-12-31;Conselho de Administração;7.33;7.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.838.723/0001-27;2025-12-31;4;149610;BRF S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.838.723/0001-27;2025-12-31;4;149610;BRF S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.838.723/0001-27;2025-12-31;4;149610;BRF S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.00;8.00;0.00;0.00;0.00;0.00;0.00;50563500.00;25930000.00;50563500.00
01.838.723/0001-27;2025-12-31;4;149610;BRF S.A.;2023-01-01;2023-12-31;Conselho de Administração;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.838.723/0001-27;2025-12-31;4;149610;BRF S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;8.00;8.00;0.00;0.00;0.00;0.00;0.00;35578869.00;23719246.00;21355717.00
01.838.723/0001-27;2025-12-31;4;149610;BRF S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.838.723/0001-27;2025-12-31;4;149610;BRF S.A.;2022-01-01;2022-12-31;Conselho de Administração;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.838.723/0001-27;2025-12-31;4;149610;BRF S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;8.00;0.00;0.00;0.00;0.00;0.00;25269000.00;16846000.00;0.00
01.838.723/0001-27;2025-12-31;4;149610;BRF S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.838.723/0001-27;2025-12-31;4;149610;BRF S.A.;2025-01-01;2025-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.838.723/0001-27;2025-12-31;4;149610;BRF S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;8.00;8.00;0.00;0.00;0.00;0.00;0.00;57177714.34;28588857.17;0.00
01.838.723/0001-27;2025-12-31;4;149610;BRF S.A.;2025-01-01;2025-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.896.779/0001-38;2025-12-31;2;149628;CSU DIGITAL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.00;2166948.00;2166948.00;2130000.00;0.00;0.00;0.00;0.00
01.896.779/0001-38;2025-12-31;2;149628;CSU DIGITAL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.08;4.08;0.00;1828000.00;1828000.00;2026000.00;0.00;0.00;0.00;0.00
01.896.779/0001-38;2025-12-31;2;149628;CSU DIGITAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.896.779/0001-38;2025-12-31;2;149628;CSU DIGITAL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.896.779/0001-38;2025-12-31;2;149628;CSU DIGITAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.896.779/0001-38;2025-12-31;2;149628;CSU DIGITAL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.896.779/0001-38;2025-12-31;2;149628;CSU DIGITAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.00;2154000.00;2154000.00;2729096.00;0.00;0.00;0.00;0.00
01.896.779/0001-38;2025-12-31;2;149628;CSU DIGITAL S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.67;3.67;0.00;2537836.00;2537836.00;0.00;0.00;0.00;0.00;0.00
01.917.818/0001-36;2025-12-31;1;148636;LIGHT ENERGIA S.A.;2025-01-01;2025-12-31;Conselho de Administração;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.917.818/0001-36;2025-12-31;1;148636;LIGHT ENERGIA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;4.00;64435.67;351120.00;64435.67;0.00;0.00;0.00;0.00;0.00
01.917.818/0001-36;2025-12-31;1;148636;LIGHT ENERGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.917.818/0001-36;2025-12-31;1;148636;LIGHT ENERGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;4.58;39773.95;789238.74;39773.95;1908594.76;0.00;0.00;0.00;0.00
01.917.818/0001-36;2025-12-31;1;148636;LIGHT ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.917.818/0001-36;2025-12-31;1;148636;LIGHT ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;5.58;104172.08;243689.83;104172.08;792724.48;0.00;0.00;0.00;0.00
01.917.818/0001-36;2025-12-31;1;148636;LIGHT ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.917.818/0001-36;2025-12-31;1;148636;LIGHT ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;314136.00;1256544.00;628272.00;966870.00;0.00;0.00;0.00;0.00
01.938.783/0001-11;2025-12-31;1;148757;CIA PARTICIPACOES ALIANCA DA BAHIA;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.00;1000000.00;1000000.00;750000.00;0.00;0.00;0.00;0.00
01.938.783/0001-11;2025-12-31;1;148757;CIA PARTICIPACOES ALIANCA DA BAHIA;2023-01-01;2023-12-31;Diretoria Estatutária;3.33;3.33;0.00;1105740.00;1105740.00;629261.05;0.00;0.00;0.00;0.00
01.938.783/0001-11;2025-12-31;1;148757;CIA PARTICIPACOES ALIANCA DA BAHIA;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.00;785524.00;785524.00;785524.00;0.00;0.00;0.00;0.00
01.938.783/0001-11;2025-12-31;1;148757;CIA PARTICIPACOES ALIANCA DA BAHIA;2025-01-01;2025-12-31;Diretoria Estatutária;3.00;3.00;0.00;1000000.00;1000000.00;0.00;0.00;0.00;0.00;0.00
01.957.772/0001-89;2025-12-31;1;149092;SUL 116 PARTICIPACOES S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.957.772/0001-89;2025-12-31;1;149092;SUL 116 PARTICIPACOES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.957.772/0001-89;2025-12-31;1;149092;SUL 116 PARTICIPACOES S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
01.957.772/0001-89;2025-12-31;1;149092;SUL 116 PARTICIPACOES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.149.205/0001-69;2025-12-31;1;148652;PORTO SEGURO S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;1.00;0.00;0.00;0.00;0.00;0.00;15800000.00;11060000.00;16426856.44
02.149.205/0001-69;2025-12-31;1;148652;PORTO SEGURO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;8.00;1.00;0.00;0.00;0.00;0.00;0.00;6000000.00;4200000.00;5794200.27
02.149.205/0001-69;2025-12-31;1;148652;PORTO SEGURO S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;1.00;0.00;0.00;0.00;0.00;0.00;10200000.00;7140000.00;14196144.92
02.149.205/0001-69;2025-12-31;1;148652;PORTO SEGURO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.149.205/0001-69;2025-12-31;1;148652;PORTO SEGURO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.92;1.00;0.00;0.00;0.00;0.00;0.00;7800000.00;5460000.00;5162234.52
02.149.205/0001-69;2025-12-31;1;148652;PORTO SEGURO S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;1.00;0.00;0.00;0.00;0.00;0.00;10200000.00;7140000.00;7200000.00
02.149.205/0001-69;2025-12-31;1;148652;PORTO SEGURO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.149.205/0001-69;2025-12-31;1;148652;PORTO SEGURO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.67;2.00;0.00;0.00;0.00;0.00;0.00;7800000.00;5460000.00;5222194.62
02.149.205/0001-69;2025-12-31;1;148652;PORTO SEGURO S.A.;2025-01-01;2025-12-31;Conselho de Administração;7.00;1.00;0.00;0.00;0.00;0.00;0.00;19800000.00;13860000.00;0.00
02.149.205/0001-69;2025-12-31;1;148652;PORTO SEGURO S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;8.00;1.00;0.00;0.00;0.00;0.00;0.00;7500000.00;5250000.00;0.00
02.193.750/0001-52;2025-12-31;1;148756;DEXXOS PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.193.750/0001-52;2025-12-31;1;148756;DEXXOS PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;3829991.37;0.00;0.00;0.00;0.00;0.00
02.193.750/0001-52;2025-12-31;1;148756;DEXXOS PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;Conselho Fiscal;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.193.750/0001-52;2025-12-31;1;148756;DEXXOS PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.193.750/0001-52;2025-12-31;1;148756;DEXXOS PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;2006810.98;2006810.98;0.00;0.00;0.00;0.00
02.193.750/0001-52;2025-12-31;1;148756;DEXXOS PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.193.750/0001-52;2025-12-31;1;148756;DEXXOS PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.193.750/0001-52;2025-12-31;1;148756;DEXXOS PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;1369659.38;0.00;0.00;0.00;0.00;0.00
02.193.750/0001-52;2025-12-31;1;148756;DEXXOS PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.193.750/0001-52;2025-12-31;1;148756;DEXXOS PARTICIPAÇÕES S.A.;2025-01-01;2025-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.193.750/0001-52;2025-12-31;1;148756;DEXXOS PARTICIPAÇÕES S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;3864613.00;0.00;0.00;0.00;0.00;0.00
02.193.750/0001-52;2025-12-31;1;148756;DEXXOS PARTICIPAÇÕES S.A.;2025-01-01;2025-12-31;Conselho Fiscal;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.255.187/0001-08;2025-12-31;1;148707;UNIFIQUE TELECOMUNICAÇÕES S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.255.187/0001-08;2025-12-31;1;148707;UNIFIQUE TELECOMUNICAÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;187440.00;1797600.00;1797600.00;1797600.00;963612.80
02.255.187/0001-08;2025-12-31;1;148707;UNIFIQUE TELECOMUNICAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.255.187/0001-08;2025-12-31;1;148707;UNIFIQUE TELECOMUNICAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;194700.00;1498200.00;1498200.00;1498200.00;582906.40
02.255.187/0001-08;2025-12-31;1;148707;UNIFIQUE TELECOMUNICAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;4.00;93000.00;93000.00;93000.00;93000.00;0.00;0.00;0.00;0.00
02.255.187/0001-08;2025-12-31;1;148707;UNIFIQUE TELECOMUNICAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;542157.44;542157.44;542157.44;542157.44;1337917.92;1337917.92;1337917.92;1337917.92
02.255.187/0001-08;2025-12-31;1;148707;UNIFIQUE TELECOMUNICAÇÕES S.A.;2025-01-01;2025-12-31;Conselho de Administração;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.255.187/0001-08;2025-12-31;1;148707;UNIFIQUE TELECOMUNICAÇÕES S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;5.41;5.41;344717.12;344717.12;344717.12;0.00;0.00;3082854.72;3082854.72;0.00
02.258.422/0001-97;2025-12-31;1;148315;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;2025-01-01;2025-12-31;Conselho de Administração;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.258.422/0001-97;2025-12-31;1;148315;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;2025-01-01;2025-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.291.077/0001-93;2025-12-31;3;149273;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.291.077/0001-93;2025-12-31;3;149273;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.291.077/0001-93;2025-12-31;3;149273;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.291.077/0001-93;2025-12-31;3;149273;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.291.077/0001-93;2025-12-31;3;149273;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.291.077/0001-93;2025-12-31;3;149273;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.291.077/0001-93;2025-12-31;3;149273;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2025-01-01;2025-12-31;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.291.077/0001-93;2025-12-31;3;149273;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2025-01-01;2025-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;1010963.56;0.00;0.00;0.00;0.00;0.00
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;11.00;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;688016.78;0.00;0.00;0.00;0.00;0.00
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.00;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;10.02;10.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;4.03;4.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.75;3.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2025-01-01;2025-12-31;Conselho de Administração;9.00;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2025-01-01;2025-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;6.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.328.280/0001-97;2025-12-31;2;148340;ELEKTRO REDES S.A.;2025-01-01;2025-12-31;Conselho de Administração;7.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.328.280/0001-97;2025-12-31;2;148340;ELEKTRO REDES S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;4.00;0.00;1264873.00;1264873.00;0.00;0.00;0.00;0.00;0.00
02.328.280/0001-97;2025-12-31;2;148340;ELEKTRO REDES S.A.;2025-01-01;2025-12-31;Conselho Fiscal;10.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.328.280/0001-97;2025-12-31;2;148340;ELEKTRO REDES S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.328.280/0001-97;2025-12-31;2;148340;ELEKTRO REDES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;1.00;0.00;1198319.00;1198319.00;0.00;0.00;0.00;0.00;0.00
02.328.280/0001-97;2025-12-31;2;148340;ELEKTRO REDES S.A.;2024-01-01;2024-12-31;Conselho Fiscal;10.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.328.280/0001-97;2025-12-31;2;148340;ELEKTRO REDES S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.50;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.328.280/0001-97;2025-12-31;2;148340;ELEKTRO REDES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;1.00;0.00;1775890.00;1883984.00;971888.00;0.00;0.00;0.00;0.00
02.328.280/0001-97;2025-12-31;2;148340;ELEKTRO REDES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;10.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.328.280/0001-97;2025-12-31;2;148340;ELEKTRO REDES S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
02.328.280/0001-97;2025-12-31;2;148340;ELEKTRO REDES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;1.00;0.00;1940117.00;2158474.00;3728802.00;0.00;0.00;0.00;0.00
02.328.280/0001-97;2025-12-31;2;148340;ELEKTRO REDES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;10.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
