CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Total_Remuneracao;Orgao_Administracao;Numero_Membros;Total_Remuneracao_Orgao;Numero_Membros_Remunerados;Salario;Beneficios_Diretos_Indiretos;Participacoes_Comites;Outros_Valores_Fixos;Descricao_Outros_Remuneracoes_Fixas;Bonus;Participacao_Resultados;Participacao_Reunioes;Outros_Valores_Variaveis;Comissoes;Descricao_Outros_Remuneracoes_Variaveis;Pos_emprego;Cessacao_Cargo;Baseada_Acoes;Observacao
00.194.724/0001-13;2025-12-31;1;148833;AUREN OPERAÇÕES S.A.;2023-01-01;2023-12-31;358160.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.194.724/0001-13;2025-12-31;1;148833;AUREN OPERAÇÕES S.A.;2024-01-01;2024-12-31;355200.00;Conselho de Administração;3.00;355200.00;1.00;355200.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular/Anual- 2025- CVM/SEP.
00.194.724/0001-13;2025-12-31;1;148833;AUREN OPERAÇÕES S.A.;2024-01-01;2024-12-31;355200.00;Diretoria Estatutária;4.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular/Anual- 2025- CVM/SEP.
00.194.724/0001-13;2025-12-31;1;148833;AUREN OPERAÇÕES S.A.;2024-01-01;2024-12-31;355200.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.194.724/0001-13;2025-12-31;1;148833;AUREN OPERAÇÕES S.A.;2025-01-01;2025-12-31;355200.00;Conselho de Administração;3.00;355200.00;1.00;355200.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular/Anual- 2025- CVM/SEP.
00.194.724/0001-13;2025-12-31;1;148833;AUREN OPERAÇÕES S.A.;2025-01-01;2025-12-31;355200.00;Diretoria Estatutária;4.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular/Anual- 2025- CVM/SEP.
00.194.724/0001-13;2025-12-31;1;148833;AUREN OPERAÇÕES S.A.;2025-01-01;2025-12-31;355200.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.242.184/0001-04;2025-12-31;2;149027;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2023-01-01;2023-12-31;7703463.84;Conselho de Administração;8.33;844956.00;3.00;836000.00;8956.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.242.184/0001-04;2025-12-31;2;149027;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2023-01-01;2023-12-31;7703463.84;Diretoria Estatutária;3.33;6858507.84;3.33;1730000.00;383890.98;0.00;0.00;;0.00;300000.00;0.00;0.00;0.00;;0.00;0.00;4444616.86;
00.242.184/0001-04;2025-12-31;2;149027;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2022-01-01;2022-12-31;2687666.67;Conselho de Administração;6.00;162666.67;2.00;162666.67;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.242.184/0001-04;2025-12-31;2;149027;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2022-01-01;2022-12-31;2687666.67;Diretoria Estatutária;3.00;2525000.00;1.00;400000.00;170000.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;1955000.00;
00.242.184/0001-04;2025-12-31;2;149027;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2024-01-01;2024-12-31;8242573.00;Diretoria Estatutária;3.00;7286317.00;3.00;1822517.00;550000.00;0.00;0.00;;0.00;3750000.00;0.00;0.00;0.00;;0.00;0.00;1163800.00;
00.242.184/0001-04;2025-12-31;2;149027;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2024-01-01;2024-12-31;8242573.00;Conselho de Administração;8.33;956256.00;3.33;939152.00;17104.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.242.184/0001-04;2025-12-31;2;149027;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2025-01-01;2025-12-31;17865000.00;Conselho de Administração;7.33;3015000.00;1.33;2000000.00;15000.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;1000000.00;
00.242.184/0001-04;2025-12-31;2;149027;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;2025-01-01;2025-12-31;17865000.00;Diretoria Estatutária;3.00;14850000.00;3.00;5000000.00;650000.00;0.00;0.00;;0.00;4600000.00;0.00;0.00;0.00;;0.00;0.00;4600000.00;
00.336.701/0001-04;2025-12-31;1;148835;TELEC BRASILEIRAS S.A. TELEBRAS;2022-01-01;2022-12-31;2796519.68;Diretoria Estatutária;5.00;2293692.05;5.00;1926246.75;367445.30;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2025-12-31;1;148835;TELEC BRASILEIRAS S.A. TELEBRAS;2022-01-01;2022-12-31;2796519.68;Conselho Fiscal;5.00;269792.71;5.00;269792.71;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2025-12-31;1;148835;TELEC BRASILEIRAS S.A. TELEBRAS;2022-01-01;2022-12-31;2796519.68;Conselho de Administração;8.00;233034.92;7.00;229337.14;3697.78;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2025-12-31;1;148835;TELEC BRASILEIRAS S.A. TELEBRAS;2023-01-01;2023-12-31;3240052.13;Conselho Fiscal;5.00;273339.94;5.00;273339.94;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2025-12-31;1;148835;TELEC BRASILEIRAS S.A. TELEBRAS;2023-01-01;2023-12-31;3240052.13;Diretoria Estatutária;5.00;2689018.99;5.00;2181529.70;507489.29;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2025-12-31;1;148835;TELEC BRASILEIRAS S.A. TELEBRAS;2023-01-01;2023-12-31;3240052.13;Conselho de Administração;8.00;277693.20;7.00;275624.36;2068.84;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2025-12-31;1;148835;TELEC BRASILEIRAS S.A. TELEBRAS;2024-01-01;2024-12-31;3589790.31;Conselho Fiscal;5.00;266342.44;5.00;266342.44;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2025-12-31;1;148835;TELEC BRASILEIRAS S.A. TELEBRAS;2024-01-01;2024-12-31;3589790.31;Diretoria Estatutária;5.00;2969182.95;5.00;2327263.09;512053.67;0.00;0.00;;129866.19;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2025-12-31;1;148835;TELEC BRASILEIRAS S.A. TELEBRAS;2024-01-01;2024-12-31;3589790.31;Conselho de Administração;8.00;354264.92;7.00;354264.92;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2025-12-31;1;148835;TELEC BRASILEIRAS S.A. TELEBRAS;2025-01-01;2025-12-31;6187207.79;Conselho Fiscal;5.00;289548.00;5.00;266864.40;22683.60;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.336.701/0001-04;2025-12-31;1;148835;TELEC BRASILEIRAS S.A. TELEBRAS;2025-01-01;2025-12-31;6187207.79;Diretoria Estatutária;5.00;5434382.99;5.00;2463365.04;1431414.95;0.00;0.00;;307920.48;0.00;0.00;0.00;0.00;;0.00;1231682.52;0.00;
00.336.701/0001-04;2025-12-31;1;148835;TELEC BRASILEIRAS S.A. TELEBRAS;2025-01-01;2025-12-31;6187207.79;Conselho de Administração;8.00;463276.80;7.00;426983.04;36293.76;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.357.038/0001-16;2025-12-31;3;149554;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2024-01-01;2024-12-31;4063882.75;Conselho de Administração;2.50;0.00;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2025-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.357.038/0001-16;2025-12-31;3;149554;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2024-01-01;2024-12-31;4063882.75;Diretoria Estatutária;3.42;4063882.75;2.67;1701932.80;526476.45;0.00;0.00;N/A;1374740.14;0.00;0.00;355751.68;0.00;N/A;104981.68;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2025-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.357.038/0001-16;2025-12-31;3;149554;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2024-01-01;2024-12-31;4063882.75;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.357.038/0001-16;2025-12-31;3;149554;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2023-01-01;2023-12-31;8203164.88;Conselho de Administração;1.67;65009.96;1.33;65009.96;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.357.038/0001-16;2025-12-31;3;149554;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2023-01-01;2023-12-31;8203164.88;Diretoria Estatutária;3.92;8089397.45;3.92;2136185.93;1941948.51;0.00;0.00;-;3877351.99;0.00;0.00;0.00;0.00;-;133911.02;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.357.038/0001-16;2025-12-31;3;149554;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2023-01-01;2023-12-31;8203164.88;Conselho Fiscal;7.50;48757.47;7.50;48757.47;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.357.038/0001-16;2025-12-31;3;149554;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2022-01-01;2022-12-31;4830894.60;Conselho de Administração;7.00;308523.15;7.00;308523.15;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2025-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.357.038/0001-16;2025-12-31;3;149554;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2022-01-01;2022-12-31;4830894.60;Diretoria Estatutária;5.00;4373813.49;5.00;2298163.19;731197.11;0.00;0.00;N/A;1306476.11;0.00;0.00;0.00;0.00;N/A;37977.08;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2025-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.357.038/0001-16;2025-12-31;3;149554;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2022-01-01;2022-12-31;4830894.60;Conselho Fiscal;3.00;148557.96;3.00;148557.96;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2025-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.357.038/0001-16;2025-12-31;3;149554;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2025-01-01;2025-12-31;5255537.86;Diretoria Estatutária;4.00;5255537.86;3.00;2220450.36;636608.64;0.00;0.00;N/A;1876313.31;0.00;0.00;266813.76;0.00;Programa de Bônus de Longo Prazo.;255351.79;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2025-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.357.038/0001-16;2025-12-31;3;149554;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2025-01-01;2025-12-31;5255537.86;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;
00.357.038/0001-16;2025-12-31;3;149554;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;2025-01-01;2025-12-31;5255537.86;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2025-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
00.359.742/0001-08;2025-12-31;2;149397;FICTOR ALIMENTOS S.A.;2022-01-01;2022-12-31;0.00;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.359.742/0001-08;2025-12-31;2;149397;FICTOR ALIMENTOS S.A.;2022-01-01;2022-12-31;0.00;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.359.742/0001-08;2025-12-31;2;149397;FICTOR ALIMENTOS S.A.;2022-01-01;2022-12-31;0.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.359.742/0001-08;2025-12-31;2;149397;FICTOR ALIMENTOS S.A.;2023-01-01;2023-12-31;0.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.359.742/0001-08;2025-12-31;2;149397;FICTOR ALIMENTOS S.A.;2023-01-01;2023-12-31;0.00;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;0.00;0.00;Não há.;0.00;0.00;0.00;0.00;0.00;Não há.;0.00;0.00;0.00;
00.359.742/0001-08;2025-12-31;2;149397;FICTOR ALIMENTOS S.A.;2023-01-01;2023-12-31;0.00;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;Não há.;0.00;0.00;0.00;0.00;0.00;Não há.;0.00;0.00;0.00;Não há.
00.359.742/0001-08;2025-12-31;2;149397;FICTOR ALIMENTOS S.A.;2024-01-01;2024-12-31;35000.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.359.742/0001-08;2025-12-31;2;149397;FICTOR ALIMENTOS S.A.;2024-01-01;2024-12-31;35000.00;Diretoria Estatutária;3.08;0.00;0.00;0.00;0.00;0.00;0.00;Não há;0.00;0.00;0.00;0.00;0.00;Não há;0.00;0.00;0.00;Não há
00.359.742/0001-08;2025-12-31;2;149397;FICTOR ALIMENTOS S.A.;2024-01-01;2024-12-31;35000.00;Conselho de Administração;4.92;35000.00;0.08;35000.00;0.00;0.00;0.00;Não há;0.00;0.00;0.00;0.00;0.00;Não há;0.00;0.00;0.00;Apenas um membro do Conselho de Administração recebeu remuneração no exercício encerrado em 31/12/2024.
00.359.742/0001-08;2025-12-31;2;149397;FICTOR ALIMENTOS S.A.;2025-01-01;2025-12-31;420000.00;Conselho de Administração;4.00;420000.00;1.00;420000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2025-CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
00.359.742/0001-08;2025-12-31;2;149397;FICTOR ALIMENTOS S.A.;2025-01-01;2025-12-31;420000.00;Diretoria Estatutária;4.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2025-CVM/SEP o número de membros da Diretoria foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
00.359.742/0001-08;2025-12-31;2;149397;FICTOR ALIMENTOS S.A.;2025-01-01;2025-12-31;420000.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.383.281/0001-09;2025-12-31;2;149602;BNDES PARTICIPACOES S.A. - BNDESPAR;2022-01-01;2022-12-31;0.00;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão corresponde à média anual do número de membros apurado mensalmente, com duas casas decimais, exceto para os Conselhos de Administração e Fiscal no exercício de 2020, uma vez que, a partir do final de março/2020, houve a unificação na composição dos membros dos referidos conselhos para as 03 (três) empresas Sistema BNDES (vide item "iii" adiante). Neste caso, os quantitativos de membros foram apurados pela média dos três primeiros meses de 2020 A partir da unificação dos membros dos Conselhos de Administração e dos membros dos Conselhos Fiscais para as empresas do Sistema BNDES, ocorrida em março de 2020 (vide detalhamento contido no item 13.16), os membros dos respectivos conselhos deixaram de fazer jus a qualquer remuneração na BNDESPAR pelo exercício de suas funções, assim como já ocorria com o Presidente e os demais Diretores.
00.383.281/0001-09;2025-12-31;2;149602;BNDES PARTICIPACOES S.A. - BNDESPAR;2022-01-01;2022-12-31;0.00;Diretoria Estatutária;10.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conselheiros e membros da Diretoria da BNDESPAR não fazem jus à remuneração variável. No entanto, como a Diretoria da BNDESPAR é composta pelos mesmos membros da Diretoria do BNDES, estes podem receber remuneração variável pelo desempenho de suas funções no BNDES.
00.383.281/0001-09;2025-12-31;2;149602;BNDES PARTICIPACOES S.A. - BNDESPAR;2022-01-01;2022-12-31;0.00;Conselho de Administração;11.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão corresponde à média anual do número de membros apurado mensalmente, com duas casas decimais, exceto para os Conselhos de Administração e Fiscal no exercício de 2020, uma vez que, a partir do final de março/2020, houve a unificação na composição dos membros dos referidos conselhos para as 03 (três) empresas Sistema BNDES (vide item "iii" adiante). Neste caso, os quantitativos de membros foram apurados pela média dos três primeiros meses de 2020 A partir da unificação dos membros dos Conselhos de Administração e dos membros dos Conselhos Fiscais para as empresas do Sistema BNDES, ocorrida em março de 2020 (vide detalhamento contido no item 13.16), os membros dos respectivos conselhos deixaram de fazer jus a qualquer remuneração na BNDESPAR pelo exercício de suas funções, assim como já ocorria com o Presidente e os demais Diretores.
00.383.281/0001-09;2025-12-31;2;149602;BNDES PARTICIPACOES S.A. - BNDESPAR;2023-01-01;2023-12-31;0.00;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.383.281/0001-09;2025-12-31;2;149602;BNDES PARTICIPACOES S.A. - BNDESPAR;2023-01-01;2023-12-31;0.00;Diretoria Estatutária;10.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.383.281/0001-09;2025-12-31;2;149602;BNDES PARTICIPACOES S.A. - BNDESPAR;2023-01-01;2023-12-31;0.00;Conselho de Administração;11.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.383.281/0001-09;2025-12-31;2;149602;BNDES PARTICIPACOES S.A. - BNDESPAR;2024-01-01;2024-12-31;0.00;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
00.383.281/0001-09;2025-12-31;2;149602;BNDES PARTICIPACOES S.A. - BNDESPAR;2024-01-01;2024-12-31;0.00;Diretoria Estatutária;10.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
